HOTELID,NAME,CITY,COUNTRY
2027,Usa San Francisco Chancellor Hotel On Union Square,San-Francisco,USA
2028,Usa San Francisco Chelsea Motor Inn,San-Francisco,USA
2029,Usa San Francisco Civic Center Inn,San-Francisco,USA
2030,Usa San Francisco Clift Hotel San Francisco,San-Francisco,USA
2031,Usa San Francisco Club Quarters San Francisco,San-Francisco,USA
2032,Usa San Francisco Columbus Motor Inn,San-Francisco,USA
2033,Usa San Francisco Comfort Inn By The Bay,San-Francisco,USA
2034,Usa San Francisco Cornell Hotel De France,San-Francisco,USA
2035,Usa San Francisco Courtyard By Marriott Fisherman S Wharf,San-Francisco,USA
2036,Usa San Francisco Courtyard San Francisco Downtown,San-Francisco,USA
2037,Usa San Francisco Cova Hotel,San-Francisco,USA
2038,Usa San Francisco Coventry Motor Inn,San-Francisco,USA
2039,Usa San Francisco Cow Hollow Motor Inn And Suites,San-Francisco,USA
2040,Usa San Francisco Crescent San Francisco,San-Francisco,USA
2041,Usa San Francisco Days Inn Lombard Street,San-Francisco,USA
2042,Usa San Francisco Days Inn San Francisco At The Beach,San-Francisco,USA
2043,Usa San Francisco Edwardian San Francisco Hotel,San-Francisco,USA
2044,Usa San Francisco Edward Ii Inn And Suites,San-Francisco,USA
2045,Usa San Francisco Encore Express Hotel,San-Francisco,USA
2046,Usa San Francisco Executive Hotel Vintage Court,San-Francisco,USA
2047,Usa San Francisco Fairmont Heritage Place Ghirardelli Square,San-Francisco,USA
2048,Usa San Francisco Fitzgerald Hotel Union Square,San-Francisco,USA
2049,Usa San Francisco Four Seasons Hotel San Francisco,San-Francisco,USA
2050,Usa San Francisco Francisco Bay Inn,San-Francisco,USA
2051,Usa San Francisco Galleria Park,San-Francisco,USA
2052,Usa San Francisco Geary Parkway Motel,San-Francisco,USA
2053,Usa San Francisco Good Nite Inn San Francisco Airport,San-Francisco,USA
2054,Usa San Francisco Grand Hyatt San Francisco,San-Francisco,USA
2055,Usa San Francisco Grant Plaza Hotel,San-Francisco,USA
2056,Usa San Francisco Great Highway Motor Inn,San-Francisco,USA
2057,Usa San Francisco Greenwich Inn,San-Francisco,USA
2058,Usa San Francisco Grosvenor Suites,San-Francisco,USA
2059,Usa San Francisco Halcyon Hotel,San-Francisco,USA
2060,Usa San Francisco Handlery Union Square Hotel,San-Francisco,USA
2061,Usa San Francisco Harbor Court Hotel A Kimpton Hotel,San-Francisco,USA
2062,Usa San Francisco Harcourt Hotel,San-Francisco,USA
2063,Usa San Francisco Heritage Marina Hotel,San-Francisco,USA
2064,Usa San Francisco Hilton San Francisco Financial District,San-Francisco,USA
2065,Usa San Francisco Hilton San Francisco Fisherman S Wharf,San-Francisco,USA
2066,Usa San Francisco Hilton San Francisco Union Square,San-Francisco,USA
2067,Usa San Francisco Holiday Inn Civic Center San Francisco,San-Francisco,USA
2068,Usa San Francisco Holiday Inn Express San Francisco Fisherman S Wharf,San-Francisco,USA
2069,Usa San Francisco Holiday Inn San Francisco Fishermans Wharf,San-Francisco,USA
2070,Usa San Francisco Holiday Inn San Francisco Golden Gateway,San-Francisco,USA
2071,Usa San Francisco Hotel Abri Union Square A Larkspur Collection Hotel,San-Francisco,USA
2072,Usa San Francisco Hotel Adagio,San-Francisco,USA
2073,Usa San Francisco Hotel Beresford,San-Francisco,USA
2074,Usa San Francisco Hotel Bijou,San-Francisco,USA
2075,Usa San Francisco Hotel Boheme,San-Francisco,USA
2076,Usa San Francisco Hotel Carlton A Joie De Vivre Hotel,San-Francisco,USA
2077,Usa San Francisco Hotel Cosmo,San-Francisco,USA
2078,Usa San Francisco Hotel Del Sol,San-Francisco,USA
2079,Usa San Francisco Hotel Des Arts,San-Francisco,USA
2080,Usa San Francisco Hotel Diva,San-Francisco,USA
2081,Usa San Francisco Hotel Drisco,San-Francisco,USA
2082,Usa San Francisco Hotel Frank,San-Francisco,USA
2083,Usa San Francisco Hotel Fusion,San-Francisco,USA
2084,Usa San Francisco Hotel Griffon,San-Francisco,USA
2085,Usa San Francisco Hotel Kabuki,San-Francisco,USA
2086,Usa San Francisco Hotel Majestic,San-Francisco,USA
2087,Usa San Francisco Hotel Mark Twain,San-Francisco,USA
2088,Usa San Francisco Hotel Mayflower,San-Francisco,USA
2089,Usa San Francisco Hotel Metropolis,San-Francisco,USA
2090,Usa San Francisco Hotel Milano,San-Francisco,USA
2091,Usa San Francisco Hotel Monaco San Francisco A Kimpton Hotel,San-Francisco,USA
2092,Usa San Francisco Hotel Nikko San Francisco,San-Francisco,USA
2093,Usa San Francisco Hotel North Beach,San-Francisco,USA
2094,Usa San Francisco Hotel Palomar San Francisco A Kimpton Hotel,San-Francisco,USA
2095,Usa San Francisco Hotel Rex,San-Francisco,USA
2096,Usa San Francisco Hotel Triton A Kimpton Hotel,San-Francisco,USA
2097,Usa San Francisco Hotel Union Square,San-Francisco,USA
2098,Usa San Francisco Hotel Vertigo,San-Francisco,USA
2099,Usa San Francisco Hotel Vitale,San-Francisco,USA
2100,Usa San Francisco Hotel Whitcomb,San-Francisco,USA
2101,Usa San Francisco Hyatt At Fisherman S Wharf,San-Francisco,USA
2102,Usa San Francisco Hyatt Regency San Francisco,San-Francisco,USA
2103,Usa San Francisco Inn At The Opera,San-Francisco,USA
2104,Usa San Francisco Intercontinental Mark Hopkins San Francisco,San-Francisco,USA
2105,Usa San Francisco Intercontinental San Francisco,San-Francisco,USA
2106,Usa San Francisco Jackson Court San Francisco,San-Francisco,USA
2107,Usa San Francisco Jw Marriott San Francisco Union Square,San-Francisco,USA
2108,Usa San Francisco King George Hotel,San-Francisco,USA
2109,Usa San Francisco Knights Inn Downtown San Francisco,San-Francisco,USA
2110,Usa San Francisco Larkspur Hotel Union Square,San-Francisco,USA
2111,Usa San Francisco Laurel Inn,San-Francisco,USA
2112,Usa San Francisco Layne Hotel,San-Francisco,USA
2113,Usa San Francisco La Luna Inn,San-Francisco,USA
2114,Usa San Francisco Le Meridien San Francisco,San-Francisco,USA
2115,Usa San Francisco Lombard Motor Inn,San-Francisco,USA
2116,Usa San Francisco Mandarin Oriental,San-Francisco,USA
2117,Usa San Francisco Marina Inn,San-Francisco,USA
2118,Usa San Francisco Marina Motel,San-Francisco,USA
2119,Usa San Francisco Marines Memorial Club Hotel,San-Francisco,USA
2120,Usa San Francisco Marriott San Francisco Fisherman S Wharf,San-Francisco,USA
2121,Usa San Francisco Mission Inn,San-Francisco,USA
2122,Usa San Francisco Mithila,San-Francisco,USA
2123,Usa San Francisco Monarch Hotel,San-Francisco,USA
2124,Usa San Francisco Motel 6 San Francisco Downtown,San-Francisco,USA
2125,Usa San Francisco Nob Hill Hotel,San-Francisco,USA
2126,Usa San Francisco Nob Hill Motor Inn,San-Francisco,USA
2127,Usa San Francisco Oasis Inn,San-Francisco,USA
2128,Usa San Francisco Oceanview Motel,San-Francisco,USA
2129,Usa San Francisco Ocean Park Motel,San-Francisco,USA
2130,Usa San Francisco Olympic Hotel,San-Francisco,USA
2131,Usa San Francisco Omni San Francisco Hotel,San-Francisco,USA
2132,Usa San Francisco Orchard Garden Hotel,San-Francisco,USA
2133,Usa San Francisco Palace Hotel,San-Francisco,USA
2134,Usa San Francisco Parc 55 Hotel,San-Francisco,USA
2135,Usa San Francisco Park Hotel,San-Francisco,USA
2136,Usa San Francisco Petite Auberge,San-Francisco,USA
2137,Usa San Francisco Phoenix Hotel,San-Francisco,USA
2138,Usa San Francisco Pontiac Hotel,San-Francisco,USA
2139,Usa San Francisco Powell Hotel,San-Francisco,USA
2140,Usa San Francisco Prescott Hotel A Kimpton Hotel,San-Francisco,USA
2141,Usa San Francisco Presidio Inn Suites,San-Francisco,USA
2142,Usa San Francisco Radisson Hotel Fisherman S Wharf,San-Francisco,USA
2143,Usa San Francisco Ramada Limited San Francisco,San-Francisco,USA
2144,Usa San Francisco Redwood Inn,San-Francisco,USA
2145,Usa San Francisco Renaissance Stanford Court,San-Francisco,USA
2146,Usa San Francisco Renoir Hotel,San-Francisco,USA
2147,Usa San Francisco Roberts At The Beach Motel,San-Francisco,USA
2148,Usa San Francisco Rodeway Inn Civic Center,San-Francisco,USA
2149,Usa San Francisco Rodeway Inn Downtown,San-Francisco,USA
2150,Usa San Francisco Royal Pacific Motor Inn,San-Francisco,USA
2151,Usa San Francisco San Francisco At The Presidio Travelodge,San-Francisco,USA
2152,Usa San Francisco San Francisco Days Inn Downtown Civic Center Area,San-Francisco,USA
2153,Usa San Francisco San Francisco Marriott Marquis,San-Francisco,USA
2154,Usa San Francisco San Francisco Marriott Union Square,San-Francisco,USA
2155,Usa San Francisco Seal Rock Inn,San-Francisco,USA
2156,Usa San Francisco Serrano Hotel A Kimpton Hotel,San-Francisco,USA
2157,Usa San Francisco Sheraton Fisherman S Wharf Hotel,San-Francisco,USA
2158,Usa San Francisco Sir Francis Drake Hotel A Kimpton Hotel,San-Francisco,USA
2159,Usa San Francisco Sonoma Inn,San-Francisco,USA
2160,Usa San Francisco Spaulding Hotel,San-Francisco,USA
2161,Usa San Francisco Stanyan Park Hotel,San-Francisco,USA
2162,Usa San Francisco Star Motel,San-Francisco,USA
2163,Usa San Francisco Steinhart,San-Francisco,USA
2164,Usa San Francisco St Regis Hotel San Francisco,San-Francisco,USA
2165,Usa San Francisco Suites At Fisherman S Wharf,San-Francisco,USA
2166,Usa San Francisco Super 8 San Francisco Fisherman S Wharf,San-Francisco,USA
2167,Usa San Francisco Surf Motel,San-Francisco,USA
2168,Usa San Francisco Sw Hotel,San-Francisco,USA
2169,Usa San Francisco Taylor Hotel,San-Francisco,USA
2170,Usa San Francisco The Archbishop S Mansion,San-Francisco,USA
2171,Usa San Francisco The Dakota Hotel,San-Francisco,USA
2172,Usa San Francisco The Donatello Hotel,San-Francisco,USA
2173,Usa San Francisco The Embassy Hotel,San-Francisco,USA
2174,Usa San Francisco The Fairmont San Francisco,San-Francisco,USA
2175,Usa San Francisco The Gaylord,San-Francisco,USA
2176,Usa San Francisco The Good Hotel,San-Francisco,USA
2177,Usa San Francisco The Grant Hotel,San-Francisco,USA
2178,Usa San Francisco The Herbert Hotel,San-Francisco,USA
2179,Usa San Francisco The Hotel Tropicana,San-Francisco,USA
2180,Usa San Francisco The Huntington Hotel Nob Hill Spa,San-Francisco,USA
2181,Usa San Francisco The Inn At Union Square,San-Francisco,USA
2182,Usa San Francisco The Kensington Park Hotel,San-Francisco,USA
2183,Usa San Francisco The Metro Hotel,San-Francisco,USA
2184,Usa San Francisco The Mosser,San-Francisco,USA
2185,Usa San Francisco The Opal San Francisco,San-Francisco,USA
2186,Usa San Francisco The Orchard Hotel,San-Francisco,USA
2187,Usa San Francisco The Pickwick,San-Francisco,USA
2188,Usa San Francisco The Queen Anne Hotel,San-Francisco,USA
2189,Usa San Francisco The Ritz Carlton,San-Francisco,USA
2190,Usa San Francisco The Stratford,San-Francisco,USA
2191,Usa San Francisco The Westin St Francis,San-Francisco,USA
2192,Usa San Francisco The Wharf Inn,San-Francisco,USA
2193,Usa San Francisco Touchstone Hotel,San-Francisco,USA
2194,Usa San Francisco Town House,San-Francisco,USA
2195,Usa San Francisco Travelodge Central San Francisco Hotel,San-Francisco,USA
2196,Usa San Francisco Travelodge Golden Gate San Francisco,San-Francisco,USA
2197,Usa San Francisco Twin Peaks Hotel,San-Francisco,USA
2198,Usa San Francisco Union Square Plaza Hotel,San-Francisco,USA
2199,Usa San Francisco University Club,San-Francisco,USA
2200,Usa San Francisco Vagabond Inn San Francisco Civic Center,San-Francisco,USA
2201,Usa San Francisco Verona,San-Francisco,USA
2202,Usa San Francisco Villa Florence Hotel Union Square A Larkspur Collection Hotel,San-Francisco,USA
2203,Usa San Francisco Warwick San Francisco Hotel,San-Francisco,USA
2204,Usa San Francisco Westin San Francisco Market Street,San-Francisco,USA
2205,Usa San Francisco White Swan Inn,San-Francisco,USA
2206,Usa San Francisco W San Francisco,San-Francisco,USA
2207,China  88 Xintiandi Executive Residence,Shanghai,China
2208,China  An Ting Villa Hotel,Shanghai,China
2209,China  Ascott Pudong,Shanghai,China
2210,China  Asset Hotel,Shanghai,China
2211,China  Bailemen Hotel,Shanghai,China
2212,China  Barony Wanyuan Hotel,Shanghai,China
2213,China  Best Western  Ruite Hotel,Shanghai,China
2214,China  Broadway Mansions Hotel,Shanghai,China
2215,China  Central Hotel,Shanghai,China
2216,China  Central View Suites,Shanghai,China
2217,China  Citadines Apart Hotel Jinqiao,Shanghai,China
2218,China  City Hotel,Shanghai,China
2219,China  Courtyard By Marriott  Pudong,Shanghai,China
2220,China  Courtyard  Xujiahui,Shanghai,China
2221,China  Crowne Plaza Century Park,Shanghai,China
2222,China  Crowne Plaza,Shanghai,China
2223,China  Crowne Plaza  Fudan,Shanghai,China
2224,China  Crowne Plaza  Pudong,Shanghai,China
2225,China  Days Hotel,Shanghai,China
2226,China  Donghu Guest House,Shanghai,China
2227,China  Four Points By Sheraton,Shanghai,China
2228,China  Four Points By Sheraton  Daning,Shanghai,China
2229,China  Four Seasons Hotel,Shanghai,China
2230,China  Fraser Residence,Shanghai,China
2231,China  Galaxy Hotel,Shanghai,China
2232,China  Gallery Suites,Shanghai,China
2233,China  Golden Jade Sunshine Hotel,Shanghai,China
2234,China  Grand Hyatt,Shanghai,China
2235,China  Grand Mercure Baolong,Shanghai,China
2236,China  Grand Mercure Hongqiao,Shanghai,China
2237,China  Hengshan Picardie Hotel,Shanghai,China
2238,China  Hengsheng Peninsula International Hotel,Shanghai,China
2239,China  Hilton,Shanghai,China
2240,China  Holiday Inn Downtown,Shanghai,China
2241,China  Holiday Inn Express Putuo,Shanghai,China
2242,China  Holiday Inn Express  Jinqiao,Shanghai,China
2243,China  Holiday Inn Pudong Hotel,Shanghai,China
2244,China  Holiday Inn Vista,Shanghai,China
2245,China  Hong Qiao State Guest Hotel,Shanghai,China
2246,China  Hotel Carolina,Shanghai,China
2247,China  Hotel Equatorial,Shanghai,China
2248,China  Hotel Ibis  Lianyang,Shanghai,China
2249,China  Hotel Yun S Paradise,Shanghai,China
2250,China  House Inn  Caobao Road,Shanghai,China
2251,China  Howard Johnson All Suites Hotel,Shanghai,China
2252,China  Howard Johnson Business Club Hotel,Shanghai,China
2253,China  Howard Johnson Huaihai Hotel,Shanghai,China
2254,China  Howard Johnson Plaza Hotel,Shanghai,China
2255,China  Hua Ting Hotel Towers,Shanghai,China
2256,China  Hyatt On The Bund,Shanghai,China
2257,China  Intercontinental  Pudong,Shanghai,China
2258,China  Ivy Hotel,Shanghai,China
2259,China  Jianguo Hotel,Shanghai,China
2260,China  Jia,Shanghai,China
2261,China  Jin Jiang Hotel,Shanghai,China
2262,China  Jin Jiang Tower Hotel,Shanghai,China
2263,China  Jw Marriott Hotel  At Tomorrow Square,Shanghai,China
2264,China  Lansheng Hotel,Shanghai,China
2265,China  Le Royal Meridien,Shanghai,China
2266,China  Majesty Plaza,Shanghai,China
2267,China  Manhattan Business Hotel,Shanghai,China
2268,China  Mansion Hotel,Shanghai,China
2269,China  Marriott Executive Apartments Pudong,Shanghai,China
2270,China  Mason Hotel,Shanghai,China
2271,China  Mayfair Hotel,Shanghai,China
2272,China  Millennium Hongqiao Hotel,Shanghai,China
2273,China  Motel 168  Pudong Airport,Shanghai,China
2274,China  Nanjing Hotel,Shanghai,China
2275,China  New Asia Hotel,Shanghai,China
2276,China  New Harbour Serviced Apartments,Shanghai,China
2277,China  Novotel Atlantis,Shanghai,China
2278,China  Okura Garden Hotel,Shanghai,China
2279,China  Oriental Riverside Hotel,Shanghai,China
2280,China  Pacific Hotel,Shanghai,China
2281,China  Parkyard Hotel,Shanghai,China
2282,China  Park Hotel,Shanghai,China
2283,China  Park Hyatt,Shanghai,China
2284,China  Peace Hotel,Shanghai,China
2285,China  Peninsula,Shanghai,China
2286,China  Portman Ritz Carlton,Shanghai,China
2287,China  Pudi Boutique Hotel,Shanghai,China
2288,China  Pudong Shangri La,Shanghai,China
2289,China  Pullman  Skyway Hotel,Shanghai,China
2290,China  Purple Mountain Hotel,Shanghai,China
2291,China  Radisson Hotel Pudong Century Park,Shanghai,China
2292,China  Radisson Hotel  New World,Shanghai,China
2293,China  Radisson Plaza Xing Guo,Shanghai,China
2294,China  Rainbow Hotel,Shanghai,China
2295,China  Ramada Plaza Pudong,Shanghai,China
2296,China  Ramada Pudong Airport Hotel,Shanghai,China
2297,China  Ramada Zhabei,Shanghai,China
2298,China  Rayfont  Celebrity Hotel Apartment,Shanghai,China
2299,China  Regal International East Asia Hotel,Shanghai,China
2300,China  Regal  East Asia Hotel,Shanghai,China
2301,China  Renaissance  Pudong,Shanghai,China
2302,China  Renaissance  Yuyuan Hotel,Shanghai,China
2303,China  Renaissance  Zhongshan Park Hotel,Shanghai,China
2304,China  Renaissance Yangtze Hotel,Shanghai,China
2305,China  Rendezvous Merry Hotel,Shanghai,China
2306,China  Royalton Hotel,Shanghai,China
2307,China  Ruijin Hotel,Shanghai,China
2308,China  Ruitai Jingan Hotel,Shanghai,China
2309,China  Salvo Hotel Zhongfu Shifuhui,Shanghai,China
2310,China  San Want Hotel,Shanghai,China
2311,China   Ever Sunshine Hotel,Shanghai,China
2312,China   Hotel,Shanghai,China
2313,China   Jc Mandarin,Shanghai,China
2314,China  Shanxi Business Hotel,Shanghai,China
2315,China  Sheraton  Hongqiao Hotel,Shanghai,China
2316,China  Sheraton  Hotel Residences Pudong,Shanghai,China
2317,China  Sofitel  Hyland,Shanghai,China
2318,China  Sofitel  Jin Jiang Oriental Pudong,Shanghai,China
2319,China  St Regis,Shanghai,China
2320,China  Sun Island Golf Hotspring Resort,Shanghai,China
2321,China  Swissotel Grand,Shanghai,China
2322,China  The Bund Hotel,Shanghai,China
2323,China  The Bund Riverside Hotel,Shanghai,China
2324,China  The Eton Hotel,Shanghai,China
2325,China  The Longemont,Shanghai,China
2326,China  The Puli Hotel And Spa,Shanghai,China
2327,China  The Westin Bund Center,Shanghai,China
2328,China  Urbn Hotel,Shanghai,China
2329,China  Utels  Wuning,Shanghai,China
2330,China  Villas 1931 Hotel,Shanghai,China
2331,China  Yafan Longmen Hotel,Shanghai,China
2332,China  Zhao An Hotel,Shanghai,China
