REVIEWID,HOTELID,SERVICE,PRICE,ROOM,LOCATION,OVERALL
1,103,1,1,1,2,1
2,103,5,4,5,4,4
3,103,5,5,5,5,5
4,103,5,5,5,5,5
5,103,4,4,3,2,3
6,103,5,5,5,5,5
7,103,2,3,2,3,2
8,103,2,2,2,2,2
9,103,5,5,5,5,5
10,103,5,5,5,5,4
11,103,5,5,5,5,5
12,103,5,5,5,5,5
13,103,4,4,4,5,4
14,103,5,5,5,5,5
15,103,5,4,5,3,4
16,103,5,5,5,5,5
17,103,5,5,4,3,4
18,103,5,5,4,4,4
19,103,5,5,5,5,4
20,103,5,5,5,5,5
21,103,5,5,5,5,5
22,103,3,3,3,4,3
23,103,4,4,4,2,4
24,103,5,5,5,5,5
25,103,1,1,1,1,1
26,103,5,5,5,5,5
27,103,5,5,5,5,5
28,103,5,5,5,5,5
29,103,5,5,5,5,5
30,103,5,5,5,5,5
31,103,5,5,5,5,5
32,103,5,5,5,5,5
1,104,5,5,5,5,5
2,104,3,4,3,1,3
3,104,2,1,2,3,2
4,104,5,4,4,4,4
5,104,5,5,5,3,5
6,104,5,5,5,5,5
7,104,4,4,4,3,4
8,104,4,4,4,4,4
9,104,3,3,3,3,3
10,104,4,4,5,3,4
11,104,5,5,4,4,4
12,104,2,2,2,2,2
13,104,5,5,5,5,5
14,104,5,4,4,2,4
15,104,4,3,3,3,3
16,104,4,5,4,5,4
17,104,3,5,4,3,4
18,104,5,3,4,3,4
19,104,5,4,5,4,4
20,104,3,3,3,2,3
21,104,4,5,4,5,4
22,104,4,3,5,3,3
23,104,3,2,3,1,3
24,104,4,4,4,5,4
25,104,4,3,4,3,4
26,104,5,5,5,5,5
27,104,2,2,3,2,2
28,104,4,3,5,4,4
29,104,5,5,4,5,4
30,104,5,5,5,5,5
31,104,4,4,4,4,4
32,104,5,4,5,4,4
33,104,4,4,4,4,4
34,104,5,5,5,5,5
35,104,5,5,5,5,5
36,104,5,5,5,5,5
37,104,5,4,5,3,4
38,104,5,5,5,5,5
39,104,5,5,5,5,5
40,104,5,5,5,5,5
41,104,5,5,5,5,5
42,104,4,4,4,4,4
43,104,3,3,3,3,3
44,104,5,5,5,5,5
45,104,1,1,1,1,1
46,104,5,5,5,5,5
47,104,1,1,1,1,1
48,104,1,1,1,1,1
49,104,5,5,5,5,5
1,111,4,4,4,5,4
2,111,5,5,5,5,5
3,111,5,5,5,5,5
4,111,5,5,5,5,5
5,111,5,5,5,5,5
6,111,3,3,3,3,3
7,111,5,5,5,5,5
8,111,5,5,5,5,5
9,111,4,5,4,4,4
10,111,5,5,4,5,3
11,111,5,4,5,5,4
12,111,5,4,5,5,4
13,111,5,3,4,5,4
14,111,5,5,5,5,4
15,111,4,4,5,5,4
16,111,4,5,4,5,4
17,111,5,5,5,4,5
18,111,4,5,5,5,4
19,111,5,5,5,5,5
20,111,4,5,4,5,4
21,111,4,4,4,5,4
22,111,4,4,4,5,4
23,111,4,4,4,4,3
24,111,5,4,5,5,4
25,111,4,5,5,4,4
26,111,4,5,5,5,4
27,111,5,4,5,5,5
28,111,5,5,5,5,5
29,111,5,5,5,4,4
30,111,5,5,5,4,4
31,111,5,5,5,5,5
32,111,5,4,4,5,4
1,117,4,3,4,5,4
2,117,5,5,5,5,5
3,117,4,4,4,5,4
4,117,5,5,5,5,5
5,117,5,5,5,5,5
6,117,4,4,4,5,4
7,117,5,4,5,5,5
8,117,5,5,5,5,5
9,117,5,5,5,5,5
10,117,5,5,4,4,4
11,117,5,5,5,5,5
12,117,5,5,5,5,5
13,117,5,5,5,5,5
14,117,5,5,5,5,5
15,117,5,5,5,5,5
16,117,4,4,5,5,4
17,117,3,3,3,5,3
18,117,5,5,5,5,5
19,117,5,5,5,5,5
20,117,5,5,5,5,5
21,117,5,5,4,5,4
22,117,5,5,5,5,5
23,117,5,4,5,5,5
24,117,5,5,5,5,5
25,117,3,3,3,3,3
26,117,4,3,3,3,3
27,117,3,3,3,3,3
28,117,5,5,5,5,5
29,117,5,5,5,5,5
30,117,5,5,4,4,4
31,117,4,4,4,4,4
32,117,4,5,5,5,4
33,117,1,3,3,2,2
34,117,5,5,5,5,5
35,117,5,4,5,5,5
36,117,3,3,3,3,3
37,117,5,4,4,5,4
38,117,2,2,3,2,2
39,117,2,2,3,2,2
40,117,1,1,1,1,1
41,117,4,4,4,3,4
42,117,3,2,3,4,3
43,117,5,5,5,5,5
44,117,5,5,5,5,5
45,117,5,5,5,5,5
46,117,5,4,4,5,4
47,117,5,5,5,4,5
48,117,1,1,3,2,2
49,117,5,3,3,3,3
50,117,5,5,5,4,4
51,117,5,5,5,5,5
52,117,1,1,1,1,1
53,117,4,4,5,4,4
54,117,4,3,3,4,3
55,117,5,5,4,5,4
56,117,1,1,1,1,1
57,117,5,5,5,5,5
58,117,5,5,5,4,5
59,117,5,4,5,5,5
60,117,5,5,5,5,5
61,117,5,5,5,5,5
62,117,4,4,5,5,4
63,117,5,5,5,5,5
64,117,5,5,4,4,4
65,117,5,5,5,5,5
66,117,5,5,4,5,5
67,117,5,5,5,5,5
68,117,5,5,5,5,5
69,117,5,5,5,5,4
70,117,5,4,5,5,5
71,117,2,3,2,2,2
72,117,2,2,3,2,2
73,117,5,5,5,5,5
74,117,4,4,4,4,4
75,117,5,5,5,5,5
76,117,2,2,1,2,2
77,117,5,5,5,5,5
78,117,5,5,5,5,5
79,117,4,5,4,5,4
80,117,2,3,3,3,3
81,117,2,3,2,3,2
82,117,4,2,3,1,2
83,117,4,3,3,5,3
84,117,2,1,2,2,2
85,117,4,3,3,3,3
86,117,5,5,5,5,5
87,117,4,4,3,4,3
88,117,5,5,5,5,5
89,117,5,3,4,4,4
90,117,4,3,4,4,4
91,117,4,3,4,3,3
92,117,4,3,5,5,4
93,117,5,5,5,4,5
94,117,5,4,5,5,5
95,117,4,1,2,2,2
96,117,4,4,5,4,4
97,117,1,2,2,2,2
98,117,4,4,4,5,4
99,117,5,5,5,5,5
100,117,5,5,5,5,5
101,117,5,4,4,5,4
102,117,3,3,3,4,3
103,117,4,5,4,4,4
104,117,5,5,5,5,5
105,117,5,5,5,5,5
106,117,3,4,3,5,3
107,117,4,4,4,5,4
108,117,3,4,3,3,3
109,117,5,5,5,5,5
110,117,5,4,5,5,5
111,117,5,5,5,5,5
112,117,5,5,5,5,5
113,117,5,5,5,5,5
114,117,5,5,5,5,5
115,117,4,4,5,3,4
116,117,5,5,5,5,5
117,117,4,3,4,5,4
118,117,5,4,4,4,4
119,117,5,5,5,5,5
120,117,5,5,5,5,5
121,117,5,4,4,5,4
122,117,5,5,5,5,5
123,117,5,5,5,5,5
124,117,5,5,5,5,5
125,117,5,5,5,5,5
126,117,4,4,4,4,4
127,117,4,2,4,3,4
128,117,5,5,5,5,5
129,117,4,4,4,4,4
130,117,5,4,5,5,5
131,117,4,5,5,4,4
132,117,5,5,5,5,5
133,117,5,5,4,4,4
134,117,2,2,2,3,2
135,117,5,5,5,5,5
136,117,5,4,5,5,5
137,117,2,3,2,2,2
138,117,4,3,5,5,4
139,117,4,4,5,4,4
140,117,4,4,4,4,4
141,117,5,5,5,5,5
142,117,5,5,4,4,4
143,117,3,3,3,4,3
144,117,5,5,5,5,5
145,117,5,5,5,5,5
146,117,2,2,2,3,2
147,117,4,5,4,1,3
148,117,5,4,4,5,4
149,117,3,3,4,3,3
150,117,4,4,5,4,4
151,117,5,5,5,5,5
152,117,5,4,4,4,4
153,117,5,5,5,5,5
154,117,5,5,4,5,4
155,117,3,3,3,4,3
156,117,3,2,3,3,3
157,117,3,4,4,4,4
158,117,4,4,5,4,4
159,117,5,5,5,5,5
160,117,2,2,2,2,2
161,117,5,5,5,5,5
162,117,5,5,5,5,5
163,117,5,5,5,5,5
164,117,5,5,5,5,5
165,117,4,3,4,5,4
166,117,4,3,4,4,3
167,117,5,5,5,5,5
168,117,2,1,2,1,2
169,117,4,3,5,5,4
170,117,5,5,5,5,5
171,117,5,5,5,5,5
172,117,5,5,5,5,5
173,117,5,5,5,5,5
174,117,5,5,5,5,5
175,117,3,3,3,3,3
176,117,5,5,5,4,5
177,117,5,5,5,5,5
178,117,5,5,5,5,5
179,117,5,5,5,5,5
180,117,5,4,4,4,4
181,117,4,4,4,4,4
182,117,5,3,4,4,4
183,117,5,5,5,5,5
184,117,4,5,4,4,4
185,117,5,5,5,5,5
186,117,5,5,5,5,5
187,117,5,5,5,4,5
188,117,5,5,5,5,5
189,117,5,5,5,5,5
190,117,5,5,5,4,5
191,117,5,5,5,5,5
192,117,5,5,5,5,5
193,117,5,5,5,4,5
194,117,5,5,5,5,5
195,117,1,1,1,1,1
196,117,5,5,5,5,5
197,117,5,5,5,5,5
198,117,5,5,5,5,5
199,117,5,5,5,5,5
200,117,5,5,5,5,5
201,117,1,1,1,1,1
202,117,1,1,1,1,1
203,117,5,5,5,5,5
204,117,5,5,5,5,5
205,117,1,1,1,1,1
206,117,5,5,5,5,5
207,117,5,5,5,5,5
208,117,1,1,1,1,1
209,117,1,1,1,1,1
210,117,1,1,1,1,1
211,117,5,5,5,5,5
212,117,5,5,5,5,5
213,117,3,3,3,3,3
214,117,2,2,2,2,2
1,125,5,5,5,5,5
2,125,5,5,5,5,5
3,125,5,5,5,5,5
4,125,5,5,5,5,5
5,125,5,5,5,5,5
6,125,5,5,5,5,5
7,125,5,5,5,5,5
1,131,5,5,5,5,5
1,132,5,5,5,5,5
2,132,5,5,5,4,5
3,132,4,4,4,5,4
4,132,5,5,4,4,4
5,132,5,4,5,5,4
6,132,4,4,4,5,3
7,132,4,4,4,4,4
1,133,4,4,5,4,4
2,133,3,3,3,3,3
3,133,1,1,1,1,1
4,133,5,5,5,5,5
5,133,4,4,4,5,4
6,133,5,5,5,5,5
7,133,1,1,1,1,1
8,133,5,5,5,5,5
9,133,3,3,3,3,3
10,133,5,5,5,5,5
11,133,1,1,1,1,1
12,133,1,1,1,1,1
13,133,5,5,5,5,5
14,133,5,5,5,5,5
15,133,4,5,4,4,4
16,133,5,5,5,5,5
17,133,5,5,5,5,5
1,136,5,5,4,5,4
2,136,5,5,5,5,5
3,136,5,5,5,5,5
4,136,5,5,5,5,4
5,136,1,1,2,1,1
6,136,5,5,5,5,4
7,136,5,5,4,4,4
8,136,4,5,4,4,4
9,136,5,4,4,5,4
10,136,4,5,5,5,4
11,136,5,5,5,3,4
12,136,5,5,5,5,5
13,136,3,4,5,3,3
14,136,4,4,5,5,4
15,136,5,4,5,5,4
16,136,5,4,4,5,4
17,136,5,5,5,5,4
18,136,5,5,5,5,5
19,136,5,5,5,5,5
20,136,3,3,4,3,3
21,136,5,5,5,4,4
22,136,3,5,4,4,3
23,136,3,3,3,2,3
24,136,2,3,3,3,2
25,136,3,4,4,5,3
26,136,5,5,5,5,4
27,136,2,2,1,2,2
28,136,2,2,2,3,2
29,136,5,5,5,5,5
30,136,1,1,1,1,1
31,136,1,1,1,1,1
32,136,1,1,1,1,1
33,136,1,1,1,1,1
34,136,1,1,1,1,1
35,136,5,5,5,5,5
36,136,5,5,5,5,5
37,136,1,1,1,1,1
38,136,5,5,5,5,5
39,136,5,5,5,5,5
40,136,1,1,1,1,1
1,144,5,4,4,4,4
2,144,2,1,1,1,1
3,144,4,4,5,4,4
4,144,3,1,1,1,1
5,144,1,1,1,1,1
6,144,5,5,5,5,5
7,144,4,4,5,5,4
8,144,3,1,1,1,1
9,144,5,4,4,4,4
10,144,2,2,3,2,2
11,144,4,4,5,4,4
12,144,4,4,5,5,4
1,146,5,5,5,4,4
2,146,5,5,5,5,5
3,146,5,5,5,5,5
4,146,1,1,1,1,1
5,146,5,5,5,5,5
6,146,5,5,5,5,5
7,146,1,1,1,1,1
8,146,5,5,5,5,5
1,154,3,3,3,3,3
2,154,1,1,1,1,1
3,154,1,1,1,1,1
4,154,5,5,5,5,5
1,155,5,5,5,5,5
2,155,5,5,5,5,5
3,155,4,4,4,4,3
4,155,5,5,5,5,5
5,155,4,5,4,5,4
6,155,5,4,5,4,4
7,155,3,3,4,4,3
8,155,4,3,3,3,3
9,155,5,3,4,5,4
10,155,5,5,5,5,5
11,155,3,2,2,1,2
12,155,5,5,5,5,5
13,155,2,3,3,1,2
14,155,4,4,4,5,4
15,155,4,4,5,4,4
16,155,2,2,2,2,2
17,155,5,5,5,5,5
18,155,5,4,4,4,4
19,155,3,3,3,4,3
20,155,4,4,5,4,3
21,155,4,5,5,4,4
22,155,5,5,5,5,5
23,155,5,4,3,4,3
24,155,4,5,5,5,5
25,155,5,4,5,5,5
26,155,5,4,5,5,4
27,155,5,5,5,5,5
1,157,3,3,2,4,3
2,157,1,1,2,1,1
3,157,2,3,2,3,2
4,157,1,1,1,2,1
5,157,4,5,5,4,4
6,157,1,2,1,1,1
7,157,2,2,1,1,1
8,157,2,2,1,2,1
9,157,1,1,1,2,1
10,157,1,2,1,1,1
11,157,5,5,4,5,4
12,157,2,3,1,2,2
13,157,1,2,1,1,1
14,157,4,5,4,5,4
15,157,1,1,2,1,1
16,157,1,1,1,1,1
17,157,5,5,4,5,4
18,157,1,2,2,2,1
19,157,1,2,1,1,1
20,157,1,1,1,1,1
21,157,3,4,2,2,2
22,157,1,1,1,1,1
23,157,1,1,1,1,1
24,157,1,1,1,1,1
25,157,1,1,1,2,1
26,157,5,5,5,5,5
27,157,4,5,5,4,4
28,157,2,4,2,2,2
29,157,2,3,3,3,2
30,157,2,1,3,2,2
31,157,5,4,5,5,4
32,157,1,1,1,1,1
33,157,1,1,1,2,1
34,157,3,4,2,2,2
35,157,5,5,5,5,4
36,157,5,5,4,5,5
37,157,1,1,1,1,1
38,157,3,2,4,3,3
39,157,1,2,1,1,1
40,157,4,4,4,5,4
41,157,3,4,4,4,3
42,157,1,1,1,1,1
43,157,5,4,5,4,4
44,157,1,2,2,2,1
45,157,2,2,1,3,2
46,157,1,1,1,2,1
47,157,3,3,5,3,3
48,157,5,5,5,5,5
49,157,4,5,5,3,4
50,157,3,4,4,2,3
51,157,1,1,1,1,1
52,157,1,1,1,1,1
53,157,2,2,2,3,2
54,157,5,5,5,5,5
55,157,1,1,1,1,1
56,157,1,1,1,1,1
57,157,5,5,5,4,4
58,157,4,4,4,5,4
59,157,1,1,1,1,1
60,157,5,5,5,5,5
61,157,5,5,5,5,5
62,157,2,2,3,4,2
63,157,1,1,1,2,1
64,157,1,1,1,1,1
65,157,2,1,2,3,2
66,157,2,2,2,2,2
67,157,5,5,5,5,5
68,157,4,4,4,4,4
69,157,5,5,5,5,5
70,157,5,5,5,5,5
71,157,1,1,1,1,1
72,157,5,5,5,5,5
73,157,1,1,1,1,1
74,157,5,5,5,5,5
75,157,5,5,5,5,5
76,157,3,3,3,3,3
77,157,1,1,1,1,1
78,157,5,5,5,5,5
79,157,1,1,1,1,1
1,172,5,4,4,5,4
2,172,5,5,5,5,5
3,172,5,5,5,5,5
4,172,5,4,4,5,4
5,172,5,5,5,5,5
6,172,5,5,5,5,5
7,172,3,3,3,4,3
8,172,5,5,5,5,5
9,172,5,5,5,5,5
10,172,5,5,5,5,5
11,172,2,1,2,4,2
12,172,5,5,5,5,5
13,172,5,5,5,5,5
14,172,4,4,4,4,4
15,172,4,4,4,4,4
16,172,5,5,5,5,5
17,172,5,5,5,5,4
18,172,5,5,5,5,5
19,172,4,4,4,4,4
20,172,5,4,4,4,4
21,172,5,5,4,4,4
22,172,5,2,3,4,3
23,172,5,5,5,4,4
24,172,5,5,5,5,5
25,172,2,2,2,3,2
26,172,4,3,4,3,3
27,172,5,5,5,5,5
28,172,5,4,4,1,3
29,172,4,4,4,5,4
30,172,2,3,4,4,3
31,172,1,2,2,2,2
32,172,5,5,5,5,5
33,172,5,5,5,5,5
34,172,1,1,1,1,1
35,172,5,5,5,5,5
36,172,5,4,4,5,4
37,172,5,5,5,5,5
38,172,1,2,2,3,2
39,172,5,5,5,5,5
40,172,5,4,4,4,4
41,172,5,5,5,5,5
42,172,5,5,5,4,4
43,172,4,4,4,4,4
44,172,4,4,5,3,4
45,172,4,5,4,5,4
46,172,2,2,2,2,2
47,172,3,5,4,5,3
48,172,5,5,5,5,4
49,172,4,5,4,4,4
50,172,5,5,4,5,4
51,172,5,5,5,5,5
52,172,5,5,5,5,5
53,172,3,4,4,4,4
54,172,5,5,5,5,5
55,172,4,4,4,5,4
56,172,5,4,5,5,5
57,172,4,4,5,4,4
58,172,4,4,5,4,4
59,172,4,5,5,4,4
60,172,4,4,4,4,4
61,172,5,5,5,5,5
62,172,5,3,5,3,4
63,172,4,3,3,5,3
64,172,5,5,5,5,5
65,172,4,4,4,4,4
66,172,3,3,4,3,3
67,172,3,3,4,4,3
68,172,5,5,5,5,5
69,172,4,2,4,5,4
70,172,5,5,5,5,5
71,172,5,5,5,5,5
72,172,2,2,2,2,2
73,172,3,2,1,4,2
74,172,4,4,3,3,3
75,172,5,5,5,4,5
76,172,3,2,2,2,2
77,172,5,5,5,4,5
78,172,5,5,5,5,5
79,172,3,3,3,3,3
80,172,5,5,5,5,5
81,172,2,2,2,2,2
82,172,5,5,5,5,5
83,172,5,5,4,5,4
84,172,5,4,4,4,4
85,172,3,3,3,4,3
86,172,4,4,5,5,4
87,172,5,5,5,5,5
88,172,5,4,4,4,4
89,172,5,5,5,5,5
90,172,2,3,2,2,2
91,172,5,5,5,5,5
92,172,5,5,5,5,5
93,172,5,5,5,5,5
94,172,3,4,3,5,3
95,172,5,5,5,4,5
96,172,4,5,3,3,3
97,172,5,4,4,5,4
98,172,1,1,1,2,1
99,172,2,2,2,1,2
100,172,5,5,5,5,5
101,172,4,4,4,4,4
102,172,4,2,3,4,2
103,172,5,5,5,5,5
104,172,5,5,5,5,5
105,172,5,5,4,4,4
106,172,5,5,5,5,5
107,172,5,4,5,5,5
108,172,5,5,5,5,5
109,172,5,3,3,4,3
110,172,5,5,5,5,5
111,172,4,4,4,4,4
112,172,5,5,5,5,5
113,172,1,1,1,1,1
114,172,5,5,5,5,5
115,172,5,5,5,5,5
1,176,5,5,5,5,5
2,176,5,5,5,5,5
3,176,5,5,4,4,4
4,176,5,5,5,5,5
5,176,1,1,1,1,1
6,176,5,5,5,5,5
7,176,5,5,5,5,5
8,176,5,5,5,5,5
9,176,5,4,5,5,5
10,176,3,3,4,3,3
11,176,5,4,5,4,4
12,176,5,5,5,5,5
13,176,4,3,4,3,3
14,176,3,4,4,3,3
15,176,5,5,5,5,5
16,176,3,4,3,4,3
17,176,5,5,5,5,5
18,176,4,3,3,4,3
19,176,5,4,5,5,4
20,176,5,5,5,5,5
21,176,4,3,5,4,4
22,176,4,2,3,2,3
23,176,5,5,5,5,5
24,176,5,5,5,5,5
25,176,5,4,4,5,4
26,176,5,5,5,5,5
27,176,5,5,5,5,5
28,176,5,5,5,5,5
29,176,2,2,3,3,2
30,176,5,5,3,2,4
31,176,5,5,5,5,5
32,176,5,5,5,5,5
33,176,5,5,5,5,5
34,176,5,5,5,5,5
35,176,5,5,5,5,5
36,176,5,5,5,5,5
37,176,5,5,5,5,5
38,176,5,5,5,5,5
39,176,5,5,5,5,5
40,176,4,4,5,5,4
41,176,4,5,5,5,5
42,176,5,5,5,5,5
43,176,4,4,5,3,4
44,176,3,3,3,4,3
45,176,5,5,5,5,5
46,176,4,4,5,3,4
47,176,5,5,5,5,5
48,176,3,3,3,3,3
49,176,4,3,3,4,3
50,176,3,2,3,3,2
51,176,4,4,5,5,4
52,176,1,1,1,1,1
53,176,4,4,5,5,4
54,176,5,5,5,5,5
55,176,4,4,5,4,4
56,176,5,4,5,4,4
57,176,5,5,5,5,5
58,176,5,5,5,5,5
59,176,5,3,5,5,4
60,176,4,4,4,5,4
61,176,4,2,3,3,3
62,176,5,3,4,5,4
63,176,3,3,3,5,3
64,176,5,5,4,5,4
65,176,4,5,4,5,4
66,176,4,4,4,4,4
67,176,5,5,5,5,5
68,176,5,5,5,5,5
69,176,5,5,5,5,5
70,176,5,5,5,4,4
71,176,5,5,5,5,5
72,176,5,5,5,5,5
73,176,3,1,1,1,1
74,176,3,3,4,5,3
75,176,3,4,4,5,4
76,176,5,5,5,5,5
77,176,4,4,4,4,4
78,176,4,4,4,5,4
79,176,5,5,4,4,4
80,176,2,3,4,5,3
81,176,5,5,5,5,5
82,176,4,4,4,4,4
83,176,5,4,5,5,5
84,176,5,5,5,5,5
85,176,5,5,5,5,5
86,176,5,5,5,5,5
87,176,5,5,5,5,5
88,176,4,4,5,5,4
89,176,5,5,5,5,5
90,176,4,4,4,4,4
91,176,1,1,1,1,1
92,176,1,1,1,1,1
93,176,3,3,2,3,3
94,176,3,3,4,4,3
95,176,5,3,4,4,4
96,176,5,5,5,5,5
97,176,4,5,5,3,4
98,176,4,4,4,4,4
99,176,5,5,5,5,5
100,176,5,5,5,5,5
101,176,4,4,5,5,4
102,176,4,4,4,4,4
103,176,5,5,5,5,5
104,176,5,4,4,5,4
105,176,5,4,5,5,4
106,176,5,5,5,5,5
107,176,4,2,3,3,3
108,176,3,3,2,3,3
109,176,4,5,4,5,4
110,176,5,5,5,5,5
111,176,5,5,5,5,5
112,176,5,5,5,5,5
113,176,5,5,5,5,5
114,176,5,5,5,5,5
115,176,5,5,5,5,5
116,176,3,2,2,2,2
117,176,5,5,5,5,5
118,176,2,3,2,2,2
119,176,5,5,5,5,5
120,176,5,4,5,4,4
121,176,5,5,5,5,5
122,176,5,5,5,5,5
123,176,4,5,4,4,4
124,176,5,5,5,4,4
125,176,5,5,5,5,5
126,176,5,5,5,4,4
127,176,5,5,5,5,5
128,176,5,4,4,5,4
129,176,5,5,5,5,5
130,176,4,4,5,4,4
131,176,5,4,5,2,4
132,176,5,4,5,4,4
133,176,5,5,5,4,5
134,176,5,5,5,5,5
135,176,5,2,5,4,4
136,176,4,3,3,2,3
137,176,5,5,5,5,5
138,176,2,2,2,2,2
139,176,4,4,5,5,4
140,176,5,4,5,5,4
141,176,4,5,4,5,4
142,176,5,5,5,5,5
143,176,4,4,4,5,4
144,176,2,3,2,2,2
145,176,2,3,2,2,2
146,176,3,3,3,4,3
147,176,4,5,4,5,4
148,176,5,4,4,5,4
149,176,4,4,4,4,4
150,176,5,5,5,5,5
151,176,5,5,5,5,5
152,176,5,5,5,5,5
153,176,5,5,5,5,5
154,176,5,5,5,5,5
155,176,1,1,1,1,1
156,176,5,5,5,5,5
157,176,5,5,5,5,5
158,176,5,5,5,5,5
159,176,1,1,1,1,1
1,178,5,5,5,5,5
2,178,3,3,3,3,3
3,178,3,5,3,5,3
4,178,1,1,1,1,1
1,188,2,2,2,2,2
2,188,4,5,4,5,4
3,188,5,5,5,5,5
4,188,4,4,4,4,4
5,188,4,4,4,5,4
6,188,5,4,4,4,4
7,188,4,5,5,5,4
8,188,5,5,5,5,5
9,188,4,4,5,5,4
10,188,5,5,5,5,5
11,188,5,5,5,5,5
12,188,5,5,5,5,5
13,188,5,5,5,5,5
14,188,4,5,3,3,3
15,188,3,3,3,4,3
16,188,5,4,4,4,4
17,188,4,4,4,3,3
18,188,5,5,5,5,5
19,188,5,5,5,5,4
20,188,5,5,5,5,5
21,188,4,4,5,4,4
22,188,3,4,4,3,3
23,188,5,5,5,5,5
24,188,5,5,5,5,5
25,188,5,5,5,5,5
26,188,5,5,5,5,5
27,188,5,5,5,5,5
28,188,5,5,5,5,5
29,188,4,4,4,4,4
30,188,5,5,5,5,4
31,188,5,5,5,5,5
32,188,5,4,5,5,4
33,188,5,5,5,5,5
34,188,5,5,5,5,5
35,188,5,3,4,5,4
36,188,5,5,5,5,5
37,188,5,5,5,5,5
38,188,4,4,5,5,4
39,188,5,5,5,5,4
40,188,5,5,5,5,5
41,188,5,5,5,5,5
42,188,5,5,5,5,5
43,188,5,5,5,5,5
44,188,5,5,5,4,4
45,188,4,4,5,5,4
46,188,5,5,5,5,5
47,188,3,3,4,4,3
48,188,3,3,4,5,3
49,188,5,2,4,3,3
50,188,5,5,5,5,5
51,188,5,4,4,3,4
52,188,5,5,5,5,5
53,188,5,5,5,5,5
54,188,5,5,5,5,5
55,188,5,5,5,5,5
56,188,3,2,4,2,3
57,188,5,4,5,5,4
58,188,5,5,5,5,5
59,188,5,4,5,5,4
60,188,5,4,5,5,4
61,188,5,5,5,5,5
62,188,4,4,4,5,4
63,188,5,5,5,5,5
64,188,5,5,5,5,5
65,188,5,5,5,5,5
66,188,5,5,3,5,4
67,188,5,5,5,5,5
68,188,5,4,4,4,4
69,188,5,5,5,5,5
70,188,5,5,5,5,5
71,188,4,5,4,4,4
72,188,3,3,3,3,3
73,188,5,5,5,5,5
74,188,5,5,5,5,5
75,188,5,5,5,5,5
76,188,5,5,5,5,5
77,188,5,5,5,5,5
78,188,5,5,5,5,5
79,188,5,5,5,5,5
80,188,5,5,5,5,5
81,188,4,4,5,5,4
82,188,5,5,5,5,5
83,188,4,5,4,4,4
84,188,5,4,4,4,4
85,188,4,5,5,4,4
86,188,4,2,3,3,2
87,188,5,5,5,5,5
88,188,5,3,5,5,4
89,188,2,3,3,2,2
90,188,5,4,5,5,4
91,188,5,5,5,5,5
92,188,4,2,2,2,2
93,188,5,5,5,5,5
94,188,4,4,5,4,4
95,188,5,5,5,5,5
96,188,5,5,5,5,5
97,188,4,4,4,5,4
98,188,4,4,4,4,4
99,188,5,5,5,5,5
100,188,5,5,5,5,5
101,188,5,5,5,5,5
102,188,3,3,3,5,3
103,188,5,5,5,5,5
104,188,5,4,5,4,4
105,188,5,5,5,5,5
106,188,5,5,5,5,5
107,188,5,5,5,5,5
108,188,5,5,5,5,5
109,188,5,4,5,4,4
110,188,4,4,4,5,4
111,188,5,4,5,5,4
112,188,5,5,5,5,5
113,188,5,5,5,5,5
114,188,5,5,5,5,4
115,188,4,4,5,5,4
116,188,5,5,5,5,5
117,188,5,5,5,5,5
118,188,5,5,5,5,5
119,188,4,3,4,5,4
120,188,5,5,5,5,4
121,188,5,5,5,5,5
122,188,5,4,4,4,4
123,188,5,5,5,5,4
124,188,5,4,4,5,4
125,188,5,4,4,4,4
126,188,4,4,5,4,4
127,188,1,1,1,1,1
128,188,5,5,5,5,5
129,188,1,1,1,1,1
130,188,5,5,5,5,5
131,188,5,5,5,5,5
132,188,4,4,4,4,4
133,188,5,5,5,5,5
134,188,5,5,5,5,5
135,188,5,5,5,5,5
136,188,5,5,5,5,5
137,188,5,5,5,5,5
138,188,5,5,5,5,5
139,188,5,5,5,5,5
140,188,5,5,5,5,5
141,188,5,5,5,5,5
1,193,4,4,4,4,4
2,193,5,5,5,5,4
3,193,5,5,5,5,5
4,193,3,4,3,2,3
5,193,2,2,2,2,2
6,193,5,5,5,5,5
7,193,5,5,4,5,4
8,193,5,5,5,5,5
9,193,5,4,5,5,4
10,193,5,5,5,5,5
11,193,1,1,1,1,1
12,193,2,2,2,2,2
13,193,5,5,5,5,5
14,193,5,5,5,5,5
15,193,2,2,2,2,2
16,193,5,5,5,5,5
17,193,5,4,5,5,5
18,193,4,4,4,5,4
19,193,3,1,2,1,1
20,193,2,2,3,4,2
21,193,4,4,4,5,4
22,193,4,4,5,4,4
23,193,5,4,5,5,4
24,193,4,4,5,4,4
25,193,5,5,5,5,5
26,193,5,5,5,5,5
27,193,5,5,5,5,4
28,193,5,5,5,5,5
29,193,4,4,5,5,4
30,193,5,5,5,5,5
31,193,5,5,5,5,5
32,193,5,3,5,5,4
33,193,2,2,3,2,2
34,193,5,5,4,5,4
35,193,3,3,3,5,3
36,193,1,1,1,1,1
37,193,5,5,5,5,5
38,193,1,1,1,1,1
39,193,5,5,5,5,5
40,193,5,5,5,5,5
41,193,5,4,5,4,4
42,193,1,1,2,1,1
43,193,4,5,5,4,4
44,193,4,3,4,2,3
45,193,4,4,5,5,4
46,193,4,5,5,5,4
47,193,5,5,5,5,5
48,193,4,2,4,4,3
49,193,5,5,5,5,4
